x,y,step
62,78,-4941
62,77,-4940
63,77,-4939
63,78,-4938
64,78,-4937
65,78,-4936
65,77,-4935
64,77,-4934
64,76,-4933
65,76,-4932
65,75,-4931
65,74,-4930
66,74,-4929
66,75,-4928
66,76,-4927
66,77,-4926
67,77,-4925
67,76,-4924
67,75,-4923
67,74,-4922
67,73,-4921
68,73,-4920
68,74,-4919
68,75,-4918
68,76,-4917
68,77,-4916
69,77,-4915
69,78,-4914
68,78,-4913
67,78,-4912
66,78,-4911
66,79,-4910
67,79,-4909
68,79,-4908
68,80,-4907
67,80,-4906
66,80,-4905
66,81,-4904
66,82,-4903
66,83,-4902
66,84,-4901
66,85,-4900
67,85,-4899
67,86,-4898
67,87,-4897
67,88,-4896
67,89,-4895
67,90,-4894
68,90,-4893
68,91,-4892
67,91,-4891
66,91,-4890
65,91,-4889
64,91,-4888
63,91,-4887
63,92,-4886
64,92,-4885
64,93,-4884
65,93,-4883
65,94,-4882
66,94,-4881
66,93,-4880
66,92,-4879
67,92,-4878
68,92,-4877
68,93,-4876
67,93,-4875
67,94,-4874
68,94,-4873
69,94,-4872
69,93,-4871
69,92,-4870
70,92,-4869
70,91,-4868
69,91,-4867
69,90,-4866
69,89,-4865
68,89,-4864
68,88,-4863
68,87,-4862
68,86,-4861
68,85,-4860
68,84,-4859
68,83,-4858
67,83,-4857
67,82,-4856
67,81,-4855
68,81,-4854
68,82,-4853
69,82,-4852
69,83,-4851
69,84,-4850
69,85,-4849
70,85,-4848
70,86,-4847
69,86,-4846
69,87,-4845
69,88,-4844
70,88,-4843
70,89,-4842
70,90,-4841
71,90,-4840
71,91,-4839
71,92,-4838
71,93,-4837
70,93,-4836
70,94,-4835
71,94,-4834
71,95,-4833
70,95,-4832
69,95,-4831
68,95,-4830
67,95,-4829
66,95,-4828
65,95,-4827
65,96,-4826
66,96,-4825
66,97,-4824
67,97,-4823
67,96,-4822
68,96,-4821
68,97,-4820
69,97,-4819
69,98,-4818
70,98,-4817
70,97,-4816
70,96,-4815
71,96,-4814
71,97,-4813
71,98,-4812
72,98,-4811
72,99,-4810
71,99,-4809
70,99,-4808
69,99,-4807
69,100,-4806
70,100,-4805
71,100,-4804
71,101,-4803
70,101,-4802
69,101,-4801
69,102,-4800
69,103,-4799
70,103,-4798
70,104,-4797
69,104,-4796
69,105,-4795
69,106,-4794
69,107,-4793
70,107,-4792
70,108,-4791
70,109,-4790
70,110,-4789
71,110,-4788
72,110,-4787
72,109,-4786
71,109,-4785
71,108,-4784
71,107,-4783
71,106,-4782
70,106,-4781
70,105,-4780
71,105,-4779
71,104,-4778
71,103,-4777
71,102,-4776
72,102,-4775
72,101,-4774
73,101,-4773
73,102,-4772
73,103,-4771
72,103,-4770
72,104,-4769
72,105,-4768
72,106,-4767
73,106,-4766
73,105,-4765
73,104,-4764
74,104,-4763
74,105,-4762
74,106,-4761
75,106,-4760
75,105,-4759
75,104,-4758
75,103,-4757
74,103,-4756
74,102,-4755
75,102,-4754
75,101,-4753
75,100,-4752
74,100,-4751
73,100,-4750
73,99,-4749
74,99,-4748
74,98,-4747
73,98,-4746
73,97,-4745
72,97,-4744
72,96,-4743
73,96,-4742
73,95,-4741
72,95,-4740
72,94,-4739
72,93,-4738
72,92,-4737
73,92,-4736
73,91,-4735
72,91,-4734
72,90,-4733
73,90,-4732
73,89,-4731
72,89,-4730
71,89,-4729
71,88,-4728
72,88,-4727
73,88,-4726
73,87,-4725
73,86,-4724
72,86,-4723
72,87,-4722
71,87,-4721
71,86,-4720
71,85,-4719
72,85,-4718
72,84,-4717
71,84,-4716
71,83,-4715
70,83,-4714
70,82,-4713
70,81,-4712
70,80,-4711
69,80,-4710
69,79,-4709
70,79,-4708
70,78,-4707
71,78,-4706
71,79,-4705
72,79,-4704
72,80,-4703
71,80,-4702
71,81,-4701
71,82,-4700
72,82,-4699
72,83,-4698
73,83,-4697
73,82,-4696
73,81,-4695
73,80,-4694
73,79,-4693
73,78,-4692
74,78,-4691
74,79,-4690
74,80,-4689
74,81,-4688
74,82,-4687
74,83,-4686
74,84,-4685
73,84,-4684
73,85,-4683
74,85,-4682
74,86,-4681
75,86,-4680
75,85,-4679
75,84,-4678
75,83,-4677
75,82,-4676
75,81,-4675
75,80,-4674
75,79,-4673
76,79,-4672
76,78,-4671
77,78,-4670
78,78,-4669
78,77,-4668
79,77,-4667
79,78,-4666
79,79,-4665
79,80,-4664
78,80,-4663
78,79,-4662
77,79,-4661
77,80,-4660
76,80,-4659
76,81,-4658
76,82,-4657
77,82,-4656
77,81,-4655
78,81,-4654
78,82,-4653
79,82,-4652
80,82,-4651
80,83,-4650
79,83,-4649
78,83,-4648
77,83,-4647
76,83,-4646
76,84,-4645
76,85,-4644
76,86,-4643
76,87,-4642
75,87,-4641
74,87,-4640
74,88,-4639
75,88,-4638
76,88,-4637
76,89,-4636
75,89,-4635
74,89,-4634
74,90,-4633
74,91,-4632
75,91,-4631
75,90,-4630
76,90,-4629
76,91,-4628
77,91,-4627
78,91,-4626
78,90,-4625
78,89,-4624
77,89,-4623
77,88,-4622
77,87,-4621
77,86,-4620
77,85,-4619
77,84,-4618
78,84,-4617
79,84,-4616
80,84,-4615
80,85,-4614
79,85,-4613
78,85,-4612
78,86,-4611
78,87,-4610
78,88,-4609
79,88,-4608
79,87,-4607
79,86,-4606
80,86,-4605
80,87,-4604
80,88,-4603
80,89,-4602
79,89,-4601
79,90,-4600
79,91,-4599
80,91,-4598
81,91,-4597
81,92,-4596
80,92,-4595
79,92,-4594
78,92,-4593
78,93,-4592
77,93,-4591
77,92,-4590
76,92,-4589
76,93,-4588
75,93,-4587
75,92,-4586
74,92,-4585
74,93,-4584
73,93,-4583
73,94,-4582
74,94,-4581
74,95,-4580
75,95,-4579
75,94,-4578
76,94,-4577
76,95,-4576
77,95,-4575
77,96,-4574
78,96,-4573
78,97,-4572
77,97,-4571
77,98,-4570
76,98,-4569
76,97,-4568
76,96,-4567
75,96,-4566
74,96,-4565
74,97,-4564
75,97,-4563
75,98,-4562
75,99,-4561
76,99,-4560
76,100,-4559
77,100,-4558
77,99,-4557
78,99,-4556
78,100,-4555
78,101,-4554
77,101,-4553
76,101,-4552
76,102,-4551
76,103,-4550
76,104,-4549
76,105,-4548
76,106,-4547
76,107,-4546
75,107,-4545
74,107,-4544
73,107,-4543
72,107,-4542
72,108,-4541
73,108,-4540
73,109,-4539
73,110,-4538
73,111,-4537
73,112,-4536
74,112,-4535
74,111,-4534
74,110,-4533
75,110,-4532
76,110,-4531
76,109,-4530
75,109,-4529
74,109,-4528
74,108,-4527
75,108,-4526
76,108,-4525
77,108,-4524
77,107,-4523
77,106,-4522
77,105,-4521
77,104,-4520
77,103,-4519
77,102,-4518
78,102,-4517
78,103,-4516
78,104,-4515
78,105,-4514
78,106,-4513
78,107,-4512
78,108,-4511
78,109,-4510
78,110,-4509
77,110,-4508
77,111,-4507
76,111,-4506
75,111,-4505
75,112,-4504
76,112,-4503
77,112,-4502
77,113,-4501
76,113,-4500
75,113,-4499
74,113,-4498
73,113,-4497
73,114,-4496
73,115,-4495
74,115,-4494
74,114,-4493
75,114,-4492
76,114,-4491
77,114,-4490
77,115,-4489
76,115,-4488
75,115,-4487
75,116,-4486
74,116,-4485
73,116,-4484
72,116,-4483
71,116,-4482
71,117,-4481
71,118,-4480
72,118,-4479
72,117,-4478
73,117,-4477
74,117,-4476
75,117,-4475
75,118,-4474
74,118,-4473
73,118,-4472
73,119,-4471
72,119,-4470
71,119,-4469
70,119,-4468
69,119,-4467
69,120,-4466
70,120,-4465
71,120,-4464
72,120,-4463
72,121,-4462
71,121,-4461
70,121,-4460
69,121,-4459
69,122,-4458
70,122,-4457
71,122,-4456
71,123,-4455
70,123,-4454
69,123,-4453
68,123,-4452
67,123,-4451
67,124,-4450
67,125,-4449
67,126,-4448
68,126,-4447
68,125,-4446
68,124,-4445
69,124,-4444
69,125,-4443
69,126,-4442
70,126,-4441
70,125,-4440
70,124,-4439
71,124,-4438
72,124,-4437
72,125,-4436
71,125,-4435
71,126,-4434
72,126,-4433
72,127,-4432
73,127,-4431
73,126,-4430
73,125,-4429
73,124,-4428
73,123,-4427
72,123,-4426
72,122,-4425
73,122,-4424
74,122,-4423
74,121,-4422
73,121,-4421
73,120,-4420
74,120,-4419
74,119,-4418
75,119,-4417
75,120,-4416
75,121,-4415
76,121,-4414
76,122,-4413
75,122,-4412
75,123,-4411
76,123,-4410
77,123,-4409
77,122,-4408
77,121,-4407
77,120,-4406
76,120,-4405
76,119,-4404
76,118,-4403
76,117,-4402
76,116,-4401
77,116,-4400
77,117,-4399
77,118,-4398
77,119,-4397
78,119,-4396
78,120,-4395
78,121,-4394
78,122,-4393
78,123,-4392
78,124,-4391
77,124,-4390
76,124,-4389
75,124,-4388
74,124,-4387
74,125,-4386
74,126,-4385
75,126,-4384
75,125,-4383
76,125,-4382
76,126,-4381
77,126,-4380
77,125,-4379
78,125,-4378
78,126,-4377
79,126,-4376
79,127,-4375
78,127,-4374
77,127,-4373
77,128,-4372
78,128,-4371
78,129,-4370
77,129,-4369
76,129,-4368
76,128,-4367
76,127,-4366
75,127,-4365
75,128,-4364
75,129,-4363
74,129,-4362
74,128,-4361
73,128,-4360
72,128,-4359
71,128,-4358
71,129,-4357
72,129,-4356
73,129,-4355
73,130,-4354
74,130,-4353
75,130,-4352
76,130,-4351
76,131,-4350
75,131,-4349
74,131,-4348
73,131,-4347
72,131,-4346
72,130,-4345
71,130,-4344
70,130,-4343
69,130,-4342
69,131,-4341
70,131,-4340
71,131,-4339
71,132,-4338
71,133,-4337
70,133,-4336
70,132,-4335
69,132,-4334
69,133,-4333
68,133,-4332
68,134,-4331
68,135,-4330
69,135,-4329
69,134,-4328
70,134,-4327
70,135,-4326
71,135,-4325
71,134,-4324
72,134,-4323
72,133,-4322
72,132,-4321
73,132,-4320
73,133,-4319
73,134,-4318
73,135,-4317
74,135,-4316
74,134,-4315
74,133,-4314
74,132,-4313
75,132,-4312
76,132,-4311
76,133,-4310
75,133,-4309
75,134,-4308
76,134,-4307
76,135,-4306
75,135,-4305
75,136,-4304
76,136,-4303
77,136,-4302
77,135,-4301
77,134,-4300
78,134,-4299
78,133,-4298
77,133,-4297
77,132,-4296
77,131,-4295
77,130,-4294
78,130,-4293
78,131,-4292
78,132,-4291
79,132,-4290
79,133,-4289
79,134,-4288
79,135,-4287
80,135,-4286
80,136,-4285
79,136,-4284
79,137,-4283
80,137,-4282
81,137,-4281
81,138,-4280
82,138,-4279
82,137,-4278
82,136,-4277
81,136,-4276
81,135,-4275
81,134,-4274
80,134,-4273
80,133,-4272
80,132,-4271
81,132,-4270
81,133,-4269
82,133,-4268
82,132,-4267
82,131,-4266
81,131,-4265
80,131,-4264
79,131,-4263
79,130,-4262
79,129,-4261
79,128,-4260
80,128,-4259
80,129,-4258
80,130,-4257
81,130,-4256
81,129,-4255
81,128,-4254
82,128,-4253
82,129,-4252
83,129,-4251
83,128,-4250
84,128,-4249
84,129,-4248
84,130,-4247
83,130,-4246
83,131,-4245
84,131,-4244
85,131,-4243
85,132,-4242
86,132,-4241
86,133,-4240
85,133,-4239
85,134,-4238
85,135,-4237
86,135,-4236
86,134,-4235
87,134,-4234
87,135,-4233
87,136,-4232
86,136,-4231
86,137,-4230
87,137,-4229
88,137,-4228
88,136,-4227
89,136,-4226
89,135,-4225
88,135,-4224
88,134,-4223
89,134,-4222
90,134,-4221
91,134,-4220
91,133,-4219
90,133,-4218
89,133,-4217
88,133,-4216
87,133,-4215
87,132,-4214
88,132,-4213
88,131,-4212
88,130,-4211
87,130,-4210
87,131,-4209
86,131,-4208
86,130,-4207
85,130,-4206
85,129,-4205
86,129,-4204
87,129,-4203
87,128,-4202
87,127,-4201
87,126,-4200
86,126,-4199
86,127,-4198
86,128,-4197
85,128,-4196
85,127,-4195
84,127,-4194
84,126,-4193
85,126,-4192
85,125,-4191
84,125,-4190
83,125,-4189
83,126,-4188
83,127,-4187
82,127,-4186
81,127,-4185
80,127,-4184
80,126,-4183
81,126,-4182
82,126,-4181
82,125,-4180
81,125,-4179
80,125,-4178
79,125,-4177
79,124,-4176
80,124,-4175
81,124,-4174
81,123,-4173
80,123,-4172
79,123,-4171
79,122,-4170
79,121,-4169
80,121,-4168
80,120,-4167
79,120,-4166
79,119,-4165
80,119,-4164
81,119,-4163
82,119,-4162
82,120,-4161
82,121,-4160
81,121,-4159
81,122,-4158
82,122,-4157
82,123,-4156
82,124,-4155
83,124,-4154
83,123,-4153
83,122,-4152
83,121,-4151
83,120,-4150
84,120,-4149
84,121,-4148
84,122,-4147
84,123,-4146
85,123,-4145
85,124,-4144
86,124,-4143
86,123,-4142
86,122,-4141
85,122,-4140
85,121,-4139
85,120,-4138
85,119,-4137
84,119,-4136
83,119,-4135
83,118,-4134
82,118,-4133
81,118,-4132
80,118,-4131
79,118,-4130
78,118,-4129
78,117,-4128
79,117,-4127
80,117,-4126
81,117,-4125
81,116,-4124
80,116,-4123
79,116,-4122
78,116,-4121
78,115,-4120
78,114,-4119
79,114,-4118
79,115,-4117
80,115,-4116
80,114,-4115
81,114,-4114
81,115,-4113
82,115,-4112
82,114,-4111
83,114,-4110
83,113,-4109
82,113,-4108
81,113,-4107
81,112,-4106
81,111,-4105
80,111,-4104
80,112,-4103
80,113,-4102
79,113,-4101
78,113,-4100
78,112,-4099
78,111,-4098
79,111,-4097
79,110,-4096
80,110,-4095
80,109,-4094
79,109,-4093
79,108,-4092
79,107,-4091
79,106,-4090
79,105,-4089
79,104,-4088
80,104,-4087
80,105,-4086
80,106,-4085
81,106,-4084
81,105,-4083
81,104,-4082
81,103,-4081
80,103,-4080
79,103,-4079
79,102,-4078
79,101,-4077
80,101,-4076
80,102,-4075
81,102,-4074
81,101,-4073
82,101,-4072
82,100,-4071
82,99,-4070
81,99,-4069
81,100,-4068
80,100,-4067
79,100,-4066
79,99,-4065
80,99,-4064
80,98,-4063
81,98,-4062
81,97,-4061
80,97,-4060
79,97,-4059
79,96,-4058
79,95,-4057
78,95,-4056
78,94,-4055
79,94,-4054
79,93,-4053
80,93,-4052
81,93,-4051
81,94,-4050
80,94,-4049
80,95,-4048
80,96,-4047
81,96,-4046
81,95,-4045
82,95,-4044
82,94,-4043
83,94,-4042
83,93,-4041
82,93,-4040
82,92,-4039
83,92,-4038
83,91,-4037
82,91,-4036
82,90,-4035
81,90,-4034
81,89,-4033
82,89,-4032
82,88,-4031
81,88,-4030
81,87,-4029
82,87,-4028
82,86,-4027
83,86,-4026
83,87,-4025
83,88,-4024
83,89,-4023
83,90,-4022
84,90,-4021
84,89,-4020
84,88,-4019
84,87,-4018
84,86,-4017
84,85,-4016
85,85,-4015
85,86,-4014
86,86,-4013
86,87,-4012
85,87,-4011
85,88,-4010
85,89,-4009
85,90,-4008
85,91,-4007
84,91,-4006
84,92,-4005
84,93,-4004
84,94,-4003
85,94,-4002
85,95,-4001
85,96,-4000
84,96,-3999
84,95,-3998
83,95,-3997
83,96,-3996
82,96,-3995
82,97,-3994
82,98,-3993
83,98,-3992
83,99,-3991
84,99,-3990
84,100,-3989
83,100,-3988
83,101,-3987
84,101,-3986
84,102,-3985
83,102,-3984
82,102,-3983
82,103,-3982
83,103,-3981
83,104,-3980
82,104,-3979
82,105,-3978
82,106,-3977
82,107,-3976
81,107,-3975
80,107,-3974
80,108,-3973
81,108,-3972
81,109,-3971
81,110,-3970
82,110,-3969
82,111,-3968
82,112,-3967
83,112,-3966
83,111,-3965
83,110,-3964
83,109,-3963
82,109,-3962
82,108,-3961
83,108,-3960
83,107,-3959
83,106,-3958
83,105,-3957
84,105,-3956
84,106,-3955
84,107,-3954
84,108,-3953
84,109,-3952
84,110,-3951
85,110,-3950
85,111,-3949
84,111,-3948
84,112,-3947
85,112,-3946
85,113,-3945
85,114,-3944
84,114,-3943
84,115,-3942
85,115,-3941
85,116,-3940
84,116,-3939
83,116,-3938
82,116,-3937
82,117,-3936
83,117,-3935
84,117,-3934
84,118,-3933
85,118,-3932
85,117,-3931
86,117,-3930
86,116,-3929
87,116,-3928
87,117,-3927
87,118,-3926
86,118,-3925
86,119,-3924
86,120,-3923
86,121,-3922
87,121,-3921
87,122,-3920
88,122,-3919
88,121,-3918
88,120,-3917
87,120,-3916
87,119,-3915
88,119,-3914
88,118,-3913
89,118,-3912
89,117,-3911
88,117,-3910
88,116,-3909
89,116,-3908
90,116,-3907
90,115,-3906
89,115,-3905
88,115,-3904
87,115,-3903
86,115,-3902
86,114,-3901
86,113,-3900
87,113,-3899
87,112,-3898
86,112,-3897
86,111,-3896
86,110,-3895
86,109,-3894
85,109,-3893
85,108,-3892
85,107,-3891
86,107,-3890
86,106,-3889
85,106,-3888
85,105,-3887
85,104,-3886
84,104,-3885
84,103,-3884
85,103,-3883
85,102,-3882
85,101,-3881
85,100,-3880
85,99,-3879
86,99,-3878
86,100,-3877
86,101,-3876
87,101,-3875
87,102,-3874
86,102,-3873
86,103,-3872
87,103,-3871
87,104,-3870
86,104,-3869
86,105,-3868
87,105,-3867
87,106,-3866
87,107,-3865
87,108,-3864
87,109,-3863
87,110,-3862
88,110,-3861
88,109,-3860
88,108,-3859
89,108,-3858
89,107,-3857
88,107,-3856
88,106,-3855
88,105,-3854
88,104,-3853
89,104,-3852
89,105,-3851
89,106,-3850
90,106,-3849
90,105,-3848
90,104,-3847
90,103,-3846
89,103,-3845
88,103,-3844
88,102,-3843
89,102,-3842
89,101,-3841
89,100,-3840
88,100,-3839
87,100,-3838
87,99,-3837
88,99,-3836
88,98,-3835
87,98,-3834
86,98,-3833
85,98,-3832
84,98,-3831
84,97,-3830
85,97,-3829
86,97,-3828
87,97,-3827
87,96,-3826
86,96,-3825
86,95,-3824
87,95,-3823
87,94,-3822
88,94,-3821
88,93,-3820
87,93,-3819
86,93,-3818
85,93,-3817
85,92,-3816
86,92,-3815
86,91,-3814
86,90,-3813
86,89,-3812
86,88,-3811
87,88,-3810
87,89,-3809
87,90,-3808
87,91,-3807
87,92,-3806
88,92,-3805
88,91,-3804
88,90,-3803
88,89,-3802
89,89,-3801
89,90,-3800
89,91,-3799
89,92,-3798
89,93,-3797
90,93,-3796
91,93,-3795
91,94,-3794
91,95,-3793
90,95,-3792
90,94,-3791
89,94,-3790
89,95,-3789
88,95,-3788
88,96,-3787
88,97,-3786
89,97,-3785
89,98,-3784
89,99,-3783
90,99,-3782
90,100,-3781
90,101,-3780
90,102,-3779
91,102,-3778
92,102,-3777
93,102,-3776
93,103,-3775
92,103,-3774
91,103,-3773
91,104,-3772
91,105,-3771
91,106,-3770
91,107,-3769
90,107,-3768
90,108,-3767
91,108,-3766
92,108,-3765
92,107,-3764
92,106,-3763
92,105,-3762
92,104,-3761
93,104,-3760
93,105,-3759
93,106,-3758
93,107,-3757
93,108,-3756
93,109,-3755
92,109,-3754
91,109,-3753
90,109,-3752
89,109,-3751
89,110,-3750
90,110,-3749
91,110,-3748
91,111,-3747
90,111,-3746
89,111,-3745
88,111,-3744
88,112,-3743
88,113,-3742
88,114,-3741
89,114,-3740
89,113,-3739
89,112,-3738
90,112,-3737
91,112,-3736
91,113,-3735
90,113,-3734
90,114,-3733
91,114,-3732
91,115,-3731
91,116,-3730
91,117,-3729
90,117,-3728
90,118,-3727
91,118,-3726
91,119,-3725
92,119,-3724
92,120,-3723
91,120,-3722
90,120,-3721
90,119,-3720
89,119,-3719
89,120,-3718
89,121,-3717
89,122,-3716
90,122,-3715
90,121,-3714
91,121,-3713
92,121,-3712
92,122,-3711
91,122,-3710
91,123,-3709
90,123,-3708
89,123,-3707
89,124,-3706
88,124,-3705
88,123,-3704
87,123,-3703
87,124,-3702
87,125,-3701
88,125,-3700
88,126,-3699
88,127,-3698
89,127,-3697
89,128,-3696
88,128,-3695
88,129,-3694
89,129,-3693
89,130,-3692
90,130,-3691
90,129,-3690
90,128,-3689
90,127,-3688
90,126,-3687
89,126,-3686
89,125,-3685
90,125,-3684
90,124,-3683
91,124,-3682
91,125,-3681
91,126,-3680
91,127,-3679
91,128,-3678
91,129,-3677
91,130,-3676
91,131,-3675
90,131,-3674
90,132,-3673
91,132,-3672
92,132,-3671
92,131,-3670
93,131,-3669
93,130,-3668
92,130,-3667
92,129,-3666
92,128,-3665
92,127,-3664
92,126,-3663
93,126,-3662
93,127,-3661
93,128,-3660
93,129,-3659
94,129,-3658
94,128,-3657
94,127,-3656
94,126,-3655
95,126,-3654
95,127,-3653
95,128,-3652
95,129,-3651
96,129,-3650
97,129,-3649
97,128,-3648
96,128,-3647
96,127,-3646
97,127,-3645
98,127,-3644
98,126,-3643
97,126,-3642
96,126,-3641
96,125,-3640
95,125,-3639
95,124,-3638
94,124,-3637
94,125,-3636
93,125,-3635
92,125,-3634
92,124,-3633
92,123,-3632
93,123,-3631
93,122,-3630
94,122,-3629
95,122,-3628
95,123,-3627
96,123,-3626
96,124,-3625
97,124,-3624
97,123,-3623
98,123,-3622
98,122,-3621
97,122,-3620
96,122,-3619
96,121,-3618
95,121,-3617
94,121,-3616
93,121,-3615
93,120,-3614
93,119,-3613
93,118,-3612
92,118,-3611
92,117,-3610
92,116,-3609
93,116,-3608
93,115,-3607
92,115,-3606
92,114,-3605
92,113,-3604
92,112,-3603
92,111,-3602
92,110,-3601
93,110,-3600
93,111,-3599
94,111,-3598
94,112,-3597
94,113,-3596
93,113,-3595
93,114,-3594
94,114,-3593
94,115,-3592
95,115,-3591
95,116,-3590
95,117,-3589
94,117,-3588
94,118,-3587
94,119,-3586
94,120,-3585
95,120,-3584
96,120,-3583
96,119,-3582
95,119,-3581
95,118,-3580
96,118,-3579
96,117,-3578
97,117,-3577
97,116,-3576
96,116,-3575
96,115,-3574
97,115,-3573
97,114,-3572
96,114,-3571
95,114,-3570
95,113,-3569
96,113,-3568
97,113,-3567
97,112,-3566
96,112,-3565
95,112,-3564
95,111,-3563
96,111,-3562
96,110,-3561
95,110,-3560
94,110,-3559
94,109,-3558
94,108,-3557
94,107,-3556
94,106,-3555
94,105,-3554
94,104,-3553
94,103,-3552
94,102,-3551
94,101,-3550
93,101,-3549
92,101,-3548
91,101,-3547
91,100,-3546
92,100,-3545
92,99,-3544
91,99,-3543
91,98,-3542
90,98,-3541
90,97,-3540
91,97,-3539
91,96,-3538
92,96,-3537
93,96,-3536
93,97,-3535
92,97,-3534
92,98,-3533
93,98,-3532
93,99,-3531
93,100,-3530
94,100,-3529
94,99,-3528
95,99,-3527
95,98,-3526
96,98,-3525
96,99,-3524
97,99,-3523
97,100,-3522
96,100,-3521
95,100,-3520
95,101,-3519
96,101,-3518
96,102,-3517
95,102,-3516
95,103,-3515
95,104,-3514
95,105,-3513
95,106,-3512
95,107,-3511
95,108,-3510
95,109,-3509
96,109,-3508
96,108,-3507
96,107,-3506
96,106,-3505
96,105,-3504
96,104,-3503
96,103,-3502
97,103,-3501
98,103,-3500
98,104,-3499
97,104,-3498
97,105,-3497
98,105,-3496
98,106,-3495
97,106,-3494
97,107,-3493
98,107,-3492
98,108,-3491
97,108,-3490
97,109,-3489
98,109,-3488
98,110,-3487
97,110,-3486
97,111,-3485
98,111,-3484
98,112,-3483
99,112,-3482
99,111,-3481
99,110,-3480
99,109,-3479
99,108,-3478
99,107,-3477
99,106,-3476
99,105,-3475
99,104,-3474
99,103,-3473
99,102,-3472
98,102,-3471
97,102,-3470
97,101,-3469
98,101,-3468
98,100,-3467
98,99,-3466
98,98,-3465
99,98,-3464
99,99,-3463
99,100,-3462
99,101,-3461
100,101,-3460
100,100,-3459
101,100,-3458
101,101,-3457
101,102,-3456
100,102,-3455
100,103,-3454
100,104,-3453
100,105,-3452
100,106,-3451
100,107,-3450
100,108,-3449
100,109,-3448
100,110,-3447
100,111,-3446
100,112,-3445
101,112,-3444
101,113,-3443
100,113,-3442
99,113,-3441
98,113,-3440
98,114,-3439
99,114,-3438
99,115,-3437
98,115,-3436
98,116,-3435
98,117,-3434
98,118,-3433
99,118,-3432
99,119,-3431
98,119,-3430
97,119,-3429
97,120,-3428
97,121,-3427
98,121,-3426
98,120,-3425
99,120,-3424
99,121,-3423
99,122,-3422
99,123,-3421
99,124,-3420
98,124,-3419
98,125,-3418
99,125,-3417
100,125,-3416
100,124,-3415
101,124,-3414
101,123,-3413
100,123,-3412
100,122,-3411
101,122,-3410
101,121,-3409
100,121,-3408
100,120,-3407
100,119,-3406
100,118,-3405
100,117,-3404
99,117,-3403
99,116,-3402
100,116,-3401
100,115,-3400
100,114,-3399
101,114,-3398
102,114,-3397
102,115,-3396
101,115,-3395
101,116,-3394
101,117,-3393
101,118,-3392
101,119,-3391
101,120,-3390
102,120,-3389
102,121,-3388
103,121,-3387
103,120,-3386
103,119,-3385
102,119,-3384
102,118,-3383
102,117,-3382
102,116,-3381
103,116,-3380
103,115,-3379
104,115,-3378
105,115,-3377
105,116,-3376
105,117,-3375
104,117,-3374
103,117,-3373
103,118,-3372
104,118,-3371
105,118,-3370
105,119,-3369
105,120,-3368
104,120,-3367
104,121,-3366
105,121,-3365
105,122,-3364
105,123,-3363
104,123,-3362
104,122,-3361
103,122,-3360
102,122,-3359
102,123,-3358
103,123,-3357
103,124,-3356
102,124,-3355
102,125,-3354
103,125,-3353
103,126,-3352
102,126,-3351
101,126,-3350
101,127,-3349
102,127,-3348
103,127,-3347
103,128,-3346
104,128,-3345
104,127,-3344
104,126,-3343
104,125,-3342
104,124,-3341
105,124,-3340
105,125,-3339
105,126,-3338
105,127,-3337
105,128,-3336
105,129,-3335
104,129,-3334
104,130,-3333
105,130,-3332
106,130,-3331
106,129,-3330
107,129,-3329
107,128,-3328
106,128,-3327
106,127,-3326
106,126,-3325
106,125,-3324
107,125,-3323
107,126,-3322
107,127,-3321
108,127,-3320
108,126,-3319
108,125,-3318
108,124,-3317
107,124,-3316
106,124,-3315
106,123,-3314
106,122,-3313
106,121,-3312
106,120,-3311
106,119,-3310
106,118,-3309
106,117,-3308
107,117,-3307
107,118,-3306
107,119,-3305
107,120,-3304
107,121,-3303
107,122,-3302
107,123,-3301
108,123,-3300
108,122,-3299
108,121,-3298
108,120,-3297
108,119,-3296
108,118,-3295
109,118,-3294
109,117,-3293
108,117,-3292
108,116,-3291
107,116,-3290
106,116,-3289
106,115,-3288
107,115,-3287
107,114,-3286
106,114,-3285
105,114,-3284
105,113,-3283
104,113,-3282
104,114,-3281
103,114,-3280
103,113,-3279
102,113,-3278
102,112,-3277
102,111,-3276
101,111,-3275
101,110,-3274
101,109,-3273
102,109,-3272
102,108,-3271
101,108,-3270
101,107,-3269
102,107,-3268
102,106,-3267
101,106,-3266
101,105,-3265
101,104,-3264
101,103,-3263
102,103,-3262
103,103,-3261
103,104,-3260
102,104,-3259
102,105,-3258
103,105,-3257
103,106,-3256
103,107,-3255
104,107,-3254
104,108,-3253
103,108,-3252
103,109,-3251
104,109,-3250
104,110,-3249
103,110,-3248
103,111,-3247
103,112,-3246
104,112,-3245
104,111,-3244
105,111,-3243
105,110,-3242
105,109,-3241
105,108,-3240
106,108,-3239
106,109,-3238
106,110,-3237
106,111,-3236
107,111,-3235
107,110,-3234
107,109,-3233
107,108,-3232
108,108,-3231
108,109,-3230
108,110,-3229
108,111,-3228
108,112,-3227
107,112,-3226
106,112,-3225
106,113,-3224
107,113,-3223
108,113,-3222
109,113,-3221
109,114,-3220
108,114,-3219
108,115,-3218
109,115,-3217
109,116,-3216
110,116,-3215
110,117,-3214
110,118,-3213
111,118,-3212
111,117,-3211
111,116,-3210
112,116,-3209
112,117,-3208
112,118,-3207
112,119,-3206
111,119,-3205
110,119,-3204
109,119,-3203
109,120,-3202
110,120,-3201
111,120,-3200
111,121,-3199
110,121,-3198
109,121,-3197
109,122,-3196
110,122,-3195
111,122,-3194
111,123,-3193
